,sentiment,totalScores,positive,negative
2020-02-06 00:00:00,0.027166368410815014,5141,0.76,0.24
2020-02-07 00:00:00,-0.0235162109375,5120,0.73,0.27
2020-02-08 00:00:00,0.003468198626518753,1893,0.8,0.2
2020-02-09 00:00:00,0.007983248393529803,4513,0.76,0.24
2020-02-10 00:00:00,0.017220485929033386,5721,0.75,0.25
2020-02-11 00:00:00,0.01993011710374402,6063,0.77,0.23
2020-02-12 00:00:00,0.025387285116927366,6457,0.76,0.24
2020-02-13 00:00:00,0.017952097845456018,6173,0.74,0.26
2020-02-14 00:00:00,-0.011451756046267088,4755,0.72,0.28
2020-02-15 00:00:00,0.014036598890942699,1082,0.8,0.2
2020-02-16 00:00:00,0.03321308182263596,2041,0.79,0.21
2020-02-17 00:00:00,-0.016591497273177987,4034,0.73,0.27
2020-02-18 00:00:00,0.03259276111685626,4835,0.75,0.25
