,sentiment,totalScores,positive,negative
2018-04-14 00:00:00,0.012292592592592591,108,0.82,0.18
2018-04-15 00:00:00,-0.04959484536082474,97,0.8,0.2
2018-04-16 00:00:00,0.0738859649122807,171,0.85,0.15
2018-04-17 00:00:00,0.026649528301886792,212,0.78,0.22
2018-04-18 00:00:00,0.057899397590361446,166,0.86,0.14
2018-04-19 00:00:00,0.07468699551569508,223,0.84,0.16
2018-04-20 00:00:00,0.01003292181069959,243,0.81,0.19
2018-04-21 00:00:00,0.03474055944055944,143,0.89,0.11
2018-04-22 00:00:00,0.012883453237410072,139,0.83,0.17
2018-04-23 00:00:00,0.03991222475322703,1317,0.78,0.22
2018-04-24 00:00:00,0.028867774086378736,903,0.76,0.24
2018-04-25 00:00:00,0.05111828254847646,361,0.78,0.22
2018-04-26 00:00:00,0.04581970802919708,274,0.79,0.21
2018-04-27 00:00:00,0.04863989071038251,183,0.81,0.19
2018-04-28 00:00:00,0.06917118644067798,59,0.9,0.1
2018-04-29 00:00:00,0.019419298245614034,57,0.77,0.23
2018-04-30 00:00:00,0.004426351351351351,148,0.8,0.2
2018-05-01 00:00:00,0.018829496402877698,139,0.88,0.12
2018-05-02 00:00:00,0.04536470588235294,136,0.83,0.17
2018-05-03 00:00:00,0.0502140350877193,114,0.77,0.23
2018-05-04 00:00:00,0.0668390243902439,123,0.8,0.2
2018-05-05 00:00:00,-0.004379999999999999,30,0.8,0.2
2018-05-06 00:00:00,0.07404102564102565,39,0.87,0.13
2018-05-07 00:00:00,0.06901351351351351,111,0.85,0.15
2018-05-08 00:00:00,-0.024133333333333333,123,0.82,0.18
2018-05-09 00:00:00,0.17021208791208792,182,0.91,0.09
2018-05-10 00:00:00,0.1340030534351145,131,0.85,0.15
2018-05-11 00:00:00,0.13381078431372548,102,0.89,0.11
2018-05-12 00:00:00,0.05074318181818182,44,0.86,0.14
2018-05-13 00:00:00,0.0741843137254902,51,0.86,0.14
2018-05-14 00:00:00,0.06288348623853211,109,0.87,0.13
2018-05-15 00:00:00,0.0952462962962963,108,0.81,0.19
2018-05-16 00:00:00,0.02119888888888889,90,0.77,0.23
2018-05-17 00:00:00,0.023795348837209303,129,0.86,0.14
2018-05-18 00:00:00,0.011161979166666667,192,0.79,0.21
2018-05-19 00:00:00,-0.05655142857142857,35,0.83,0.17
2018-05-20 00:00:00,0.08921707317073171,41,0.88,0.12
2018-05-21 00:00:00,0.027791472868217055,129,0.86,0.14
2018-05-22 00:00:00,0.03958181818181818,99,0.83,0.17
2018-05-23 00:00:00,0.018478688524590163,122,0.82,0.18
2018-05-24 00:00:00,0.15163398058252428,103,0.88,0.12
2018-05-25 00:00:00,0.012981081081081081,111,0.86,0.14
2018-05-26 00:00:00,0.018644444444444446,36,0.83,0.17
2018-05-27 00:00:00,0.05374615384615384,39,0.79,0.21
2018-05-28 00:00:00,0.1163625,32,0.88,0.12
2018-05-29 00:00:00,0.005778448275862069,116,0.82,0.18
2018-05-30 00:00:00,0.00792280701754386,114,0.83,0.17
2018-05-31 00:00:00,0.050336405529953915,217,0.82,0.18
2018-06-01 00:00:00,0.09287004405286343,227,0.85,0.15
2018-06-02 00:00:00,-0.03291969696969697,66,0.77,0.23
2018-06-03 00:00:00,0.09188478260869566,46,0.87,0.13
2018-06-04 00:00:00,0.07533636363636363,132,0.86,0.14
2018-06-05 00:00:00,0.11888139534883721,129,0.86,0.14
2018-06-06 00:00:00,0.09681509433962264,106,0.89,0.11
2018-06-07 00:00:00,-0.004536363636363636,99,0.83,0.17
2018-06-08 00:00:00,0.07111627906976743,86,0.84,0.16
2018-06-09 00:00:00,0.09909,20,0.8,0.2
2018-06-10 00:00:00,0.09146521739130434,23,0.83,0.17
2018-06-11 00:00:00,0.1259131313131313,99,0.83,0.17
2018-06-12 00:00:00,0.03504155844155844,77,0.79,0.21
2018-06-13 00:00:00,0.0963875,120,0.87,0.13
2018-06-14 00:00:00,0.16479545454545455,110,0.85,0.15
2018-06-15 00:00:00,0.08033666666666667,90,0.86,0.14
2018-06-16 00:00:00,0.31588,15,1.0,0.0
2018-06-17 00:00:00,-0.05293571428571429,28,0.82,0.18
2018-06-18 00:00:00,0.1914743119266055,218,0.9,0.1
2018-06-19 00:00:00,0.14589746835443038,158,0.88,0.12
2018-06-20 00:00:00,0.21868595041322314,242,0.85,0.15
2018-06-21 00:00:00,0.06613862068965518,145,0.83,0.17
2018-06-22 00:00:00,0.062483168316831685,101,0.83,0.17
2018-06-23 00:00:00,-0.09861363636363638,22,0.77,0.23
2018-06-24 00:00:00,0.08884074074074073,27,0.93,0.07
2018-06-25 00:00:00,0.0062611111111111105,144,0.75,0.25
2018-06-26 00:00:00,0.07750223880597015,134,0.82,0.18
2018-06-27 00:00:00,0.05079851851851852,135,0.83,0.17
2018-06-28 00:00:00,0.0730288888888889,90,0.88,0.12
2018-06-29 00:00:00,0.01928108108108108,74,0.82,0.18
2018-06-30 00:00:00,0.19485999999999998,15,0.8,0.2
2018-07-01 00:00:00,0.04026111111111111,18,0.94,0.06
2018-07-02 00:00:00,0.10011818181818181,99,0.89,0.11
2018-07-03 00:00:00,0.06295670103092783,97,0.87,0.13
2018-07-04 00:00:00,0.05044864864864865,37,0.78,0.22
2018-07-05 00:00:00,0.07169903846153845,104,0.8,0.2
2018-07-06 00:00:00,0.2018118811881188,101,0.89,0.11
2018-07-07 00:00:00,0.13306785714285715,28,0.79,0.21
2018-07-08 00:00:00,0.12257,30,0.87,0.13
2018-07-09 00:00:00,0.0911825,80,0.9,0.1
2018-07-10 00:00:00,0.15972291666666666,144,0.91,0.09
2018-07-11 00:00:00,0.05976229508196722,183,0.84,0.16
2018-07-12 00:00:00,0.22088622754491016,167,0.87,0.13
2018-07-13 00:00:00,0.10878560606060605,132,0.85,0.15
2018-07-14 00:00:00,0.038700000000000005,29,0.79,0.21
2018-07-15 00:00:00,-0.004805555555555555,18,0.78,0.22
2018-07-16 00:00:00,0.020155696202531645,158,0.8,0.2
2018-07-17 00:00:00,0.06876370967741935,248,0.79,0.21
2018-07-18 00:00:00,0.032943553008595985,349,0.82,0.18
2018-07-19 00:00:00,0.07839325842696629,178,0.83,0.17
2018-07-20 00:00:00,0.09845034013605443,147,0.84,0.16
2018-07-21 00:00:00,0.07785454545454545,55,0.85,0.15
2018-07-22 00:00:00,0.15741636363636363,55,0.91,0.09
2018-07-23 00:00:00,0.13828117647058824,1190,0.85,0.15
2018-07-24 00:00:00,0.09186258322237018,751,0.82,0.18
2018-07-25 00:00:00,0.030022631578947367,380,0.79,0.21
2018-07-26 00:00:00,0.06393828382838283,303,0.77,0.23
2018-07-27 00:00:00,-0.0108,182,0.74,0.26
2018-07-28 00:00:00,0.15213478260869565,46,0.87,0.13
2018-07-29 00:00:00,0.12627115384615384,52,0.85,0.15
2018-07-30 00:00:00,0.03877587939698492,199,0.8,0.2
2018-07-31 00:00:00,0.06677926829268294,246,0.8,0.2
2018-08-01 00:00:00,0.04995259259259259,270,0.84,0.16
2018-08-02 00:00:00,0.0785261224489796,245,0.86,0.14
2018-08-03 00:00:00,0.0012657894736842104,152,0.82,0.18
2018-08-04 00:00:00,0.1104764705882353,34,0.88,0.12
2018-08-05 00:00:00,0.11694571428571428,35,0.91,0.09
2018-08-06 00:00:00,0.13425824742268042,194,0.86,0.14
2018-08-07 00:00:00,0.08755875486381323,257,0.85,0.15
2018-08-08 00:00:00,0.05715,190,0.83,0.17
2018-08-09 00:00:00,0.025734831460674158,178,0.81,0.19
2018-08-10 00:00:00,0.0197888,125,0.81,0.19
2018-08-11 00:00:00,0.048850000000000005,46,0.8,0.2
2018-08-12 00:00:00,0.08340434782608695,46,0.98,0.02
2018-08-13 00:00:00,0.04267714285714286,140,0.85,0.15
2018-08-14 00:00:00,0.03175283018867925,159,0.84,0.16
2018-08-15 00:00:00,-0.015089171974522295,157,0.75,0.25
2018-08-16 00:00:00,0.0827375,192,0.85,0.15
2018-08-17 00:00:00,0.12927772277227723,202,0.86,0.14
2018-08-18 00:00:00,0.117996,25,0.8,0.2
2018-08-19 00:00:00,0.08111333333333333,30,0.87,0.13
2018-08-20 00:00:00,0.06826139240506329,158,0.88,0.12
2018-08-21 00:00:00,0.0005188571428571428,175,0.75,0.25
2018-08-22 00:00:00,0.13822206896551725,145,0.83,0.17
2018-08-23 00:00:00,0.017846511627906975,172,0.8,0.2
2018-08-24 00:00:00,0.13715190839694655,131,0.86,0.14
2018-08-25 00:00:00,-0.045244,25,0.8,0.2
2018-08-26 00:00:00,0.10136052631578947,38,0.92,0.08
2018-08-27 00:00:00,0.18174012738853504,157,0.91,0.09
2018-08-28 00:00:00,0.02352434017595308,341,0.82,0.18
2018-08-29 00:00:00,0.07925353846153846,325,0.84,0.16
2018-08-30 00:00:00,0.06405785123966942,242,0.83,0.17
